5: 1unique | 1count | 5sum
32773: 3unique | 3count | 2547sum
32777: 2unique | 2count | 522sum
32778: 3unique | 5count | 618sum
32779: 1unique | 1count | 32779sum
32783: 1unique | 1count | 32783sum
32784: 3unique | 6count | 694sum
32785: 3unique | 3count | 167sum
32789: 1unique | 1count | 32789sum
32790: 4unique | 4count | 1103sum
32791: 3unique | 5count | 315sum
32795: 3unique | 3count | 949sum
32796: 3unique | 5count | 921sum
32797: 1unique | 1count | 32797sum
32801: 1unique | 1count | 32801sum
32802: 6unique | 6count | 105sum
32803: 1unique | 1count | 32803sum
32807: 2unique | 2count | 672sum
32808: 3unique | 5count | 1376sum
32809: 3unique | 3count | 159sum
32813: 4unique | 4count | 198sum
32814: 3unique | 4count | 1831sum
32815: 2unique | 2count | 6568sum
32819: 2unique | 2count | 924sum
32820: 4unique | 5count | 559sum
32821: 2unique | 2count | 1450sum
32825: 4unique | 5count | 137sum
32826: 3unique | 3count | 5476sum
32827: 2unique | 2count | 1948sum
32831: 1unique | 1count | 32831sum
32832: 3unique | 10count | 40sum
32833: 1unique | 1count | 32833sum
32837: 2unique | 2count | 4698sum
32838: 5unique | 5count | 452sum
32839: 1unique | 1count | 32839sum
32843: 1unique | 1count | 32843sum
32844: 5unique | 6count | 54sum
32845: 2unique | 2count | 6574sum
32849: 2unique | 2count | 414sum
32850: 4unique | 6count | 91sum
32851: 4unique | 5count | 71sum
32855: 2unique | 2count | 6576sum
32856: 3unique | 6count | 83sum
32857: 4unique | 4count | 154sum
32861: 2unique | 2count | 1950sum
32862: 3unique | 3count | 5482sum
32863: 2unique | 2count | 616sum
32867: 2unique | 2count | 1452sum
32868: 5unique | 7count | 115sum
32869: 1unique | 1count | 32869sum
32873: 2unique | 2count | 534sum
32874: 3unique | 3count | 5484sum
32875: 2unique | 4count | 278sum
32879: 4unique | 5count | 97sum
32880: 4unique | 7count | 153sum
32881: 2unique | 2count | 382sum
32885: 2unique | 2count | 6582sum
32886: 4unique | 7count | 50sum
32887: 1unique | 1count | 32887sum
32891: 2unique | 2count | 1092sum
32892: 3unique | 4count | 2748sum
32893: 3unique | 3count | 171sum
32897: 2unique | 2count | 558sum
32898: 3unique | 3count | 5488sum
32899: 2unique | 2count | 364sum
32903: 3unique | 3count | 2557sum
32904: 3unique | 6count | 469sum
32905: 2unique | 2count | 6586sum
32909: 1unique | 1count | 32909sum
32910: 4unique | 4count | 1107sum
32911: 1unique | 1count | 32911sum
32915: 3unique | 3count | 261sum
32916: 5unique | 6count | 244sum
32917: 1unique | 1count | 32917sum
32921: 2unique | 2count | 4710sum
32922: 4unique | 5count | 98sum
32923: 4unique | 4count | 136sum
32927: 2unique | 2count | 1752sum
32928: 3unique | 9count | 34sum
32929: 4unique | 4count | 192sum
32933: 1unique | 1count | 32933sum
32934: 5unique | 5count | 526sum
32935: 3unique | 3count | 953sum
32939: 1unique | 1count | 32939sum
32940: 4unique | 7count | 79sum
32941: 1unique | 1count | 32941sum
32945: 4unique | 4count | 626sum
32946: 4unique | 5count | 58sum
32947: 2unique | 2count | 748sum
32951: 2unique | 2count | 480sum
32952: 3unique | 5count | 1382sum
32953: 2unique | 2count | 1094sum
32957: 1unique | 1count | 32957sum
32958: 3unique | 4count | 1839sum
32959: 2unique | 2count | 1456sum
32963: 3unique | 3count | 301sum
32964: 4unique | 5count | 115sum
32965: 3unique | 3count | 371sum
32969: 1unique | 1count | 32969sum
32970: 5unique | 5count | 174sum
32971: 1unique | 1count | 32971sum
32975: 2unique | 3count | 1329sum
32976: 3unique | 7count | 243sum
32977: 2unique | 3count | 687sum
32981: 4unique | 4count | 128sum
32982: 4unique | 4count | 267sum
32983: 1unique | 1count | 32983sum
32987: 1unique | 1count | 32987sum
32988: 3unique | 4count | 2756sum
32989: 3unique | 3count | 3021sum
32993: 1unique | 1count | 32993sum
32994: 5unique | 7count | 84sum
32995: 2unique | 2count | 6604sum
32999: 1unique | 1count | 32999sum
33000: 5unique | 9count | 46sum
33001: 2unique | 2count | 602sum
33005: 4unique | 4count | 76sum
33006: 3unique | 3count | 5506sum
33007: 3unique | 3count | 2565sum
33011: 3unique | 3count | 3023sum
33012: 4unique | 6count | 148sum
33013: 1unique | 1count | 33013sum
33017: 2unique | 2count | 378sum
33018: 3unique | 3count | 5508sum
33019: 3unique | 3count | 149sum
33023: 1unique | 1count | 33023sum
33024: 3unique | 10count | 62sum
33025: 2unique | 3count | 1331sum
33029: 1unique | 1count | 33029sum
33030: 4unique | 5count | 380sum
33031: 3unique | 3count | 113sum
33035: 2unique | 2count | 6612sum
33036: 3unique | 4count | 2760sum
33037: 1unique | 1count | 33037sum
33041: 3unique | 3count | 103sum
33042: 3unique | 3count | 5512sum
33043: 2unique | 2count | 364sum
33047: 2unique | 2count | 4728sum
33048: 3unique | 9count | 38sum
33049: 1unique | 1count | 33049sum
33053: 1unique | 1count | 33053sum
33054: 4unique | 4count | 799sum
33055: 4unique | 4count | 628sum
33059: 3unique | 3count | 2569sum
33060: 5unique | 6count | 60sum
33061: 2unique | 2count | 4730sum
33065: 3unique | 3count | 411sum
33066: 5unique | 6count | 197sum
33067: 2unique | 2count | 812sum
33071: 1unique | 1count | 33071sum
33072: 5unique | 8count | 90sum
33073: 1unique | 1count | 33073sum
33077: 4unique | 4count | 150sum
33078: 4unique | 4count | 191sum
33079: 2unique | 2count | 1760sum
33083: 1unique | 1count | 33083sum
33084: 3unique | 5count | 929sum
33085: 4unique | 4count | 540sum
33089: 3unique | 3count | 199sum
33090: 4unique | 4count | 1113sum
33091: 1unique | 1count | 33091sum
33095: 2unique | 2count | 6624sum
33096: 4unique | 6count | 213sum
33097: 2unique | 2count | 1462sum
33101: 2unique | 2count | 498sum
33102: 3unique | 5count | 624sum
33103: 2unique | 2count | 4736sum
33107: 1unique | 1count | 33107sum
33108: 4unique | 5count | 127sum
33109: 2unique | 2count | 406sum
33113: 1unique | 1count | 33113sum
33114: 3unique | 3count | 5524sum
33115: 3unique | 3count | 221sum
33119: 1unique | 1count | 33119sum
33120: 4unique | 9count | 44sum
33121: 3unique | 3count | 3033sum
33125: 2unique | 5count | 73sum
33126: 3unique | 3count | 5526sum
33127: 2unique | 2count | 368sum
33131: 2unique | 2count | 4740sum
33132: 5unique | 6count | 280sum
33133: 2unique | 2count | 1966sum
33137: 3unique | 3count | 2575sum
33138: 4unique | 5count | 278sum
33139: 2unique | 2count | 1100sum
33143: 4unique | 4count | 176sum
33144: 3unique | 5count | 1390sum
33145: 3unique | 3count | 959sum
33149: 1unique | 1count | 33149sum
33150: 6unique | 7count | 58sum
33151: 1unique | 1count | 33151sum
33155: 3unique | 3count | 373sum
33156: 3unique | 6count | 320sum
33157: 2unique | 2count | 538sum
33161: 1unique | 1count | 33161sum
33162: 3unique | 3count | 5532sum
33163: 3unique | 3count | 2577sum
33167: 2unique | 2count | 1968sum
33168: 3unique | 6count | 702sum
33169: 2unique | 2count | 850sum
33173: 2unique | 3count | 691sum
33174: 4unique | 5count | 124sum
33175: 2unique | 3count | 1337sum
33179: 1unique | 1count | 33179sum
33180: 5unique | 6count | 98sum
33181: 1unique | 1count | 33181sum
33185: 2unique | 2count | 6642sum
33186: 3unique | 3count | 5536sum
33187: 4unique | 4count | 460sum
33191: 1unique | 1count | 33191sum
33192: 3unique | 6count | 473sum
33193: 2unique | 2count | 1766sum
33197: 2unique | 2count | 462sum
33198: 5unique | 5count | 530sum
33199: 1unique | 1count | 33199sum
33203: 1unique | 1count | 33203sum
33204: 3unique | 4count | 2774sum
33205: 3unique | 3count | 263sum
33209: 3unique | 3count | 3041sum
33210: 4unique | 7count | 60sum
33211: 1unique | 1count | 33211sum
33215: 5unique | 5count | 111sum
33216: 3unique | 8count | 188sum
33217: 2unique | 2count | 622sum
33221: 2unique | 2count | 378sum
33222: 4unique | 5count | 132sum
33223: 1unique | 1count | 33223sum
33227: 2unique | 2count | 372sum
33228: 5unique | 7count | 107sum
33229: 3unique | 3count | 155sum
33233: 2unique | 2count | 366sum
33234: 4unique | 4count | 225sum
33235: 3unique | 4count | 62sum
33239: 2unique | 2count | 816sum
33240: 4unique | 6count | 291sum
33241: 3unique | 3count | 2583sum
33245: 3unique | 3count | 175sum
33246: 3unique | 4count | 1855sum
33247: 1unique | 1count | 33247sum
33251: 2unique | 2count | 852sum
33252: 4unique | 5count | 187sum
33253: 3unique | 3count | 3045sum
33257: 2unique | 2count | 4758sum
33258: 4unique | 4count | 269sum
33259: 2unique | 2count | 500sum
33263: 3unique | 3count | 97sum
33264: 5unique | 10count | 46sum
33265: 2unique | 2count | 6658sum
33269: 3unique | 3count | 139sum
33270: 4unique | 4count | 1119sum
33271: 2unique | 4count | 118sum
33275: 3unique | 8count | 76sum
33276: 4unique | 5count | 113sum
33277: 2unique | 2count | 418sum
33281: 2unique | 2count | 1470sum
33282: 3unique | 5count | 94sum
33283: 2unique | 2count | 484sum
33287: 1unique | 1count | 33287sum
33288: 4unique | 6count | 101sum
33289: 1unique | 1count | 33289sum
33293: 3unique | 5count | 249sum
33294: 4unique | 4count | 215sum
33295: 2unique | 2count | 6664sum
33299: 3unique | 3count | 145sum
33300: 4unique | 7count | 57sum
33301: 1unique | 1count | 33301sum
33305: 2unique | 2count | 6666sum
33306: 6unique | 6count | 99sum
33307: 2unique | 2count | 1772sum
33311: 1unique | 1count | 33311sum
33312: 3unique | 7count | 360sum
33313: 2unique | 2count | 4766sum
33317: 1unique | 1count | 33317sum
33318: 3unique | 5count | 628sum
33319: 5unique | 5count | 281sum
33323: 2unique | 2count | 756sum
33324: 3unique | 4count | 2784sum
33325: 3unique | 4count | 84sum
33329: 1unique | 1count | 33329sum
33330: 6unique | 6count | 133sum
33331: 1unique | 1count | 33331sum
33335: 3unique | 3count | 177sum
33336: 3unique | 6count | 475sum
33337: 3unique | 3count | 107sum
33341: 4unique | 4count | 462sum
33342: 3unique | 3count | 5562sum
33343: 1unique | 1count | 33343sum
33347: 1unique | 1count | 33347sum
33348: 4unique | 5count | 411sum
33349: 1unique | 1count | 33349sum
33353: 1unique | 1count | 33353sum
33354: 4unique | 5count | 134sum
33355: 3unique | 3count | 965sum
33359: 1unique | 1count | 33359sum
33360: 4unique | 7count | 155sum
33361: 2unique | 2count | 530sum
33365: 2unique | 2count | 6678sum
33366: 4unique | 4count | 155sum
33367: 2unique | 2count | 608sum
33371: 4unique | 4count | 194sum
33372: 3unique | 7count | 119sum
33373: 2unique | 2count | 1474sum
33377: 1unique | 1count | 33377sum
33378: 3unique | 3count | 5568sum
33379: 2unique | 2count | 1180sum
33383: 3unique | 3count | 277sum
33384: 5unique | 7count | 142sum
33385: 4unique | 4count | 634sum
33389: 2unique | 2count | 366sum
33390: 5unique | 6count | 73sum
33391: 1unique | 1count | 33391sum
33395: 2unique | 2count | 6684sum
33396: 5unique | 8count | 74sum
33397: 4unique | 4count | 400sum
33401: 2unique | 2count | 390sum
33402: 4unique | 4count | 317sum
33403: 1unique | 1count | 33403sum
33407: 3unique | 3count | 3059sum
33408: 3unique | 10count | 49sum
33409: 1unique | 1count | 33409sum
33413: 1unique | 1count | 33413sum
33414: 3unique | 3count | 5574sum
33415: 3unique | 3count | 209sum
33419: 2unique | 2count | 1476sum
33420: 4unique | 5count | 569sum
33421: 2unique | 2count | 1778sum
33425: 3unique | 4count | 208sum
33426: 3unique | 5count | 630sum
33427: 1unique | 1count | 33427sum
33431: 2unique | 2count | 432sum
33432: 4unique | 6count | 215sum
33433: 2unique | 2count | 566sum
33437: 2unique | 2count | 1182sum
33438: 3unique | 3count | 5578sum
33439: 3unique | 3count | 305sum
33443: 2unique | 2count | 684sum
33444: 3unique | 5count | 939sum
33445: 2unique | 2count | 6694sum
33449: 4unique | 4count | 140sum
33450: 4unique | 5count | 238sum
33451: 3unique | 3count | 3063sum
33455: 2unique | 2count | 6696sum
33456: 4unique | 7count | 69sum
33457: 1unique | 1count | 33457sum
33461: 1unique | 1count | 33461sum
33462: 6unique | 9count | 82sum
33463: 2unique | 2count | 416sum
33467: 2unique | 3count | 697sum
33468: 3unique | 4count | 2796sum
33469: 1unique | 1count | 33469sum
33473: 4unique | 4count | 218sum
33474: 4unique | 4count | 809sum
33475: 4unique | 5count | 139sum
33479: 1unique | 1count | 33479sum
33480: 4unique | 8count | 51sum
33481: 2unique | 2count | 4790sum
33485: 3unique | 3count | 223sum
33486: 3unique | 3count | 5586sum
33487: 1unique | 1count | 33487sum
33491: 2unique | 2count | 420sum
33492: 3unique | 4count | 2798sum
33493: 1unique | 1count | 33493sum
33497: 3unique | 3count | 103sum
33498: 3unique | 4count | 1869sum
33499: 2unique | 2count | 380sum
33503: 1unique | 1count | 33503sum
33504: 3unique | 7count | 362sum
33505: 2unique | 2count | 6706sum
33509: 2unique | 2count | 4794sum
33510: 4unique | 4count | 1127sum
33511: 3unique | 3count | 101sum
33515: 2unique | 2count | 6708sum
33516: 4unique | 7count | 43sum
33517: 3unique | 5count | 321sum
33521: 1unique | 1count | 33521sum
33522: 4unique | 4count | 193sum
33523: 2unique | 2count | 4796sum
33527: 3unique | 3count | 2605sum
33528: 5unique | 7count | 158sum
33529: 1unique | 1count | 33529sum
33533: 1unique | 1count | 33533sum
33534: 3unique | 8count | 43sum
33535: 3unique | 3count | 377sum
33539: 3unique | 3count | 3071sum
33540: 6unique | 7count | 81sum
33541: 2unique | 2count | 1990sum
33545: 2unique | 2count | 6714sum
33546: 3unique | 3count | 5596sum
33547: 1unique | 1count | 33547sum
33551: 2unique | 2count | 4800sum
33552: 3unique | 7count | 247sum
33553: 4unique | 4count | 144sum
33557: 2unique | 2count | 1482sum
33558: 5unique | 5count | 76sum
33559: 2unique | 2count | 944sum
33563: 1unique | 1count | 33563sum
33564: 3unique | 4count | 2804sum
33565: 3unique | 4count | 156sum
33569: 1unique | 1count | 33569sum
33570: 4unique | 5count | 386sum
33571: 2unique | 2count | 628sum
33575: 3unique | 4count | 106sum
33576: 3unique | 5count | 1408sum
33577: 1unique | 1count | 33577sum
33581: 1unique | 1count | 33581sum
33582: 4unique | 4count | 227sum
33583: 4unique | 4count | 136sum
33587: 1unique | 1count | 33587sum
33588: 3unique | 6count | 324sum
33589: 1unique | 1count | 33589sum
33593: 2unique | 2count | 4806sum
33594: 5unique | 5count | 536sum
33595: 2unique | 2count | 6724sum
33599: 1unique | 1count | 33599sum
33600: 4unique | 10count | 32sum
33601: 1unique | 1count | 33601sum
33605: 6unique | 6count | 100sum
33606: 3unique | 4count | 1875sum
33607: 2unique | 2count | 4808sum
33611: 3unique | 3count | 109sum
33612: 3unique | 4count | 2808sum
33613: 1unique | 1count | 33613sum
33617: 1unique | 1count | 33617sum
33618: 5unique | 5count | 462sum
33619: 1unique | 1count | 33619sum
33623: 1unique | 1count | 33623sum
33624: 3unique | 6count | 479sum
33625: 2unique | 4count | 284sum
33629: 1unique | 1count | 33629sum
33630: 5unique | 5count | 88sum
33631: 3unique | 5count | 251sum
33635: 3unique | 4count | 74sum
33636: 3unique | 4count | 2810sum
33637: 1unique | 1count | 33637sum
33641: 1unique | 1count | 33641sum
33642: 4unique | 6count | 107sum
33643: 2unique | 2count | 1996sum
33647: 1unique | 1count | 33647sum
33648: 3unique | 6count | 712sum
33649: 5unique | 5count | 71sum
33653: 2unique | 2count | 534sum
33654: 4unique | 4count | 155sum
33655: 3unique | 3count | 185sum
33659: 2unique | 2count | 444sum
33660: 6unique | 8count | 54sum
33661: 2unique | 2count | 862sum
33665: 2unique | 2count | 6738sum
33666: 4unique | 4count | 217sum
33667: 2unique | 2count | 388sum
33671: 3unique | 3count | 3083sum
33672: 4unique | 6count | 93sum
33673: 2unique | 2count | 374sum
33677: 3unique | 3count | 307sum
33678: 3unique | 4count | 1879sum
33679: 1unique | 1count | 33679sum
33683: 3unique | 3count | 2617sum
33684: 4unique | 5count | 415sum
33685: 2unique | 2count | 6742sum
33689: 2unique | 2count | 630sum
33690: 4unique | 4count | 1133sum
33691: 2unique | 2count | 4820sum
33695: 3unique | 3count | 321sum
33696: 4unique | 11count | 48sum
33697: 2unique | 2count | 1118sum
33701: 2unique | 2count | 570sum
33702: 4unique | 4count | 183sum
33703: 1unique | 1count | 33703sum
33707: 2unique | 2count | 948sum
33708: 3unique | 5count | 113sum
33709: 3unique | 3count | 2619sum
33713: 1unique | 1count | 33713sum
33714: 3unique | 4count | 1881sum
33715: 4unique | 4count | 640sum
33719: 2unique | 2count | 4824sum
33720: 4unique | 6count | 295sum
33721: 1unique | 1count | 33721sum
33725: 3unique | 4count | 100sum
33726: 6unique | 6count | 107sum
33727: 2unique | 2count | 1192sum
33731: 2unique | 2count | 468sum
33732: 3unique | 5count | 947sum
33733: 3unique | 3count | 147sum
33737: 3unique | 3count | 3089sum
33738: 3unique | 3count | 5628sum
33739: 1unique | 1count | 33739sum
33743: 2unique | 2count | 864sum
33744: 4unique | 7count | 67sum
33745: 3unique | 3count | 419sum
33749: 1unique | 1count | 33749sum
33750: 3unique | 8count | 31sum
33751: 1unique | 1count | 33751sum
33755: 3unique | 3count | 205sum
33756: 4unique | 5count | 133sum
33757: 1unique | 1count | 33757sum
33761: 4unique | 5count | 93sum
33762: 4unique | 4count | 353sum
33763: 2unique | 2count | 1796sum
33767: 1unique | 1count | 33767sum
33768: 4unique | 7count | 86sum
33769: 1unique | 1count | 33769sum
33773: 1unique | 1count | 33773sum
33774: 5unique | 5count | 464sum
33775: 3unique | 4count | 210sum
33779: 2unique | 2count | 2004sum
33780: 4unique | 5count | 575sum
33781: 4unique | 4count | 142sum
33785: 3unique | 3count | 267sum
33786: 3unique | 4count | 1885sum
33787: 4unique | 4count | 162sum
33791: 1unique | 1count | 33791sum
33792: 4unique | 13count | 45sum
33793: 2unique | 2count | 766sum
33797: 1unique | 1count | 33797sum
33798: 4unique | 4count | 179sum
33799: 2unique | 2count | 536sum
33803: 4unique | 4count | 468sum
33804: 3unique | 6count | 326sum
33805: 2unique | 2count | 6766sum
33809: 1unique | 1count | 33809sum
33810: 5unique | 6count | 47sum
33811: 1unique | 1count | 33811sum
33815: 2unique | 2count | 6768sum
33816: 3unique | 5count | 1418sum
33817: 2unique | 2count | 4838sum
33821: 2unique | 2count | 1122sum
33822: 3unique | 4count | 1887sum
33823: 2unique | 2count | 376sum
33827: 1unique | 1count | 33827sum
33828: 3unique | 4count | 2826sum
33829: 1unique | 1count | 33829sum
33833: 2unique | 2count | 1494sum
33834: 3unique | 3count | 5644sum
33835: 3unique | 3count | 173sum
33839: 4unique | 4count | 182sum
33840: 4unique | 8count | 66sum
33841: 2unique | 2count | 830sum
33845: 3unique | 3count | 979sum
33846: 3unique | 3count | 5646sum
33847: 4unique | 4count | 220sum
33851: 1unique | 1count | 33851sum
33852: 6unique | 7count | 71sum
33853: 2unique | 2count | 446sum
33857: 1unique | 1count | 33857sum
33858: 5unique | 8count | 55sum
33859: 2unique | 3count | 705sum
33863: 1unique | 1count | 33863sum
33864: 4unique | 6count | 109sum
33865: 4unique | 4count | 552sum
33869: 3unique | 3count | 3101sum
33870: 4unique | 4count | 1139sum
33871: 1unique | 1count | 33871sum
33875: 2unique | 4count | 286sum
33876: 3unique | 5count | 951sum
33877: 2unique | 2count | 1802sum
33881: 2unique | 2count | 2010sum
33882: 3unique | 3count | 5652sum
33883: 2unique | 2count | 1124sum
33887: 3unique | 3count | 157sum
33888: 3unique | 7count | 366sum
33889: 1unique | 1count | 33889sum
33893: 1unique | 1count | 33893sum
33894: 4unique | 5count | 284sum
33895: 2unique | 2count | 6784sum
33899: 2unique | 2count | 420sum
33900: 4unique | 6count | 130sum
33901: 3unique | 3count | 203sum
33905: 2unique | 2count | 6786sum
33906: 3unique | 3count | 5656sum
33907: 2unique | 2count | 868sum
33911: 1unique | 1count | 33911sum
33912: 3unique | 7count | 172sum
33913: 3unique | 3count | 3105sum
33917: 3unique | 3count | 2635sum
33918: 3unique | 3count | 5658sum
33919: 2unique | 2count | 424sum
33923: 1unique | 1count | 33923sum
33924: 5unique | 6count | 286sum
33925: 3unique | 4count | 92sum
33929: 3unique | 3count | 175sum
33930: 6unique | 7count | 68sum
33931: 1unique | 1count | 33931sum
33935: 4unique | 4count | 644sum
33936: 4unique | 7count | 119sum
33937: 1unique | 1count | 33937sum
33941: 1unique | 1count | 33941sum
33942: 3unique | 3count | 5662sum
33943: 4unique | 4count | 406sum
33947: 2unique | 2count | 492sum
33948: 4unique | 6count | 74sum
33949: 2unique | 2count | 2014sum
33953: 2unique | 2count | 1806sum
33954: 3unique | 3count | 5664sum
33955: 2unique | 2count | 6796sum
33959: 2unique | 2count | 1200sum
33960: 4unique | 6count | 297sum
33961: 1unique | 1count | 33961sum
33965: 2unique | 2count | 6798sum
33966: 4unique | 6count | 65sum
33967: 1unique | 1count | 33967sum
33971: 3unique | 3count | 241sum
33972: 4unique | 5count | 175sum
33973: 2unique | 2count | 694sum
33977: 2unique | 2count | 618sum
33978: 4unique | 4count | 821sum
33979: 3unique | 3count | 3111sum
33983: 2unique | 2count | 2016sum
33984: 3unique | 9count | 77sum
33985: 3unique | 3count | 983sum
33989: 2unique | 2count | 870sum
33990: 6unique | 6count | 135sum
33991: 2unique | 2count | 1808sum
33995: 4unique | 4count | 554sum
33996: 3unique | 4count | 2840sum
33997: 1unique | 1count | 33997sum
34001: 3unique | 5count | 325sum
34002: 3unique | 4count | 1897sum
34003: 2unique | 2count | 956sum
34007: 2unique | 2count | 1128sum
34008: 5unique | 7count | 144sum
34009: 2unique | 2count | 550sum
34013: 3unique | 3count | 163sum
34014: 3unique | 3count | 5674sum
34015: 2unique | 2count | 6808sum
34019: 1unique | 1count | 34019sum
34020: 4unique | 9count | 31sum
34021: 3unique | 3count | 2643sum
34025: 2unique | 3count | 1371sum
34026: 4unique | 4count | 165sum
34027: 2unique | 2count | 4868sum
34031: 1unique | 1count | 34031sum
34032: 3unique | 6count | 720sum
34033: 1unique | 1count | 34033sum
34037: 2unique | 2count | 438sum
34038: 4unique | 5count | 100sum
34039: 1unique | 1count | 34039sum
34043: 2unique | 2count | 636sum
34044: 3unique | 4count | 2844sum
34045: 4unique | 4count | 646sum
34049: 2unique | 2count | 510sum
34050: 4unique | 5count | 242sum
34051: 2unique | 2count | 2020sum
34055: 3unique | 4count | 158sum
34056: 5unique | 8count | 77sum
34057: 1unique | 1count | 34057sum
34061: 1unique | 1count | 34061sum
34062: 4unique | 4count | 823sum
34063: 2unique | 2count | 1504sum
34067: 4unique | 4count | 204sum
34068: 4unique | 5count | 191sum
34069: 3unique | 3count | 195sum
34073: 3unique | 3count | 2647sum
34074: 3unique | 5count | 642sum
34075: 3unique | 4count | 86sum
34079: 2unique | 2count | 696sum
34080: 4unique | 8count | 89sum
34081: 2unique | 2count | 370sum
34085: 3unique | 3count | 423sum
34086: 6unique | 6count | 73sum
34087: 2unique | 2count | 472sum
34091: 2unique | 2count | 540sum
34092: 3unique | 5count | 957sum
34093: 2unique | 2count | 434sum
34097: 2unique | 2count | 4878sum
34098: 3unique | 3count | 5688sum
34099: 4unique | 4count | 130sum
34103: 2unique | 2count | 576sum
34104: 4unique | 7count | 52sum
34105: 3unique | 3count | 383sum
34109: 2unique | 2count | 1506sum
34110: 4unique | 5count | 392sum
34111: 4unique | 4count | 472sum
34115: 2unique | 2count | 6828sum
34116: 3unique | 4count | 2850sum
34117: 2unique | 2count | 422sum
34121: 2unique | 2count | 378sum
34122: 5unique | 7count | 96sum
34123: 1unique | 1count | 34123sum
34127: 1unique | 1count | 34127sum
34128: 3unique | 8count | 96sum
34129: 1unique | 1count | 34129sum
34133: 4unique | 4count | 158sum
34134: 3unique | 3count | 5694sum
34135: 2unique | 2count | 6832sum
34139: 2unique | 2count | 4884sum
34140: 4unique | 5count | 581sum
34141: 1unique | 1count | 34141sum
34145: 2unique | 2count | 6834sum
34146: 4unique | 5count | 286sum
34147: 1unique | 1count | 34147sum
34151: 4unique | 4count | 134sum
34152: 3unique | 5count | 1432sum
34153: 3unique | 4count | 72sum
34157: 1unique | 1count | 34157sum
34158: 3unique | 3count | 5698sum
34159: 1unique | 1count | 34159sum
34163: 2unique | 2count | 396sum
34164: 5unique | 7count | 109sum
34165: 2unique | 2count | 6838sum
34169: 2unique | 2count | 774sum
34170: 5unique | 5count | 94sum
34171: 1unique | 1count | 34171sum
34175: 2unique | 3count | 1377sum
34176: 3unique | 9count | 106sum
34177: 5unique | 5count | 287sum
34181: 3unique | 3count | 283sum
34182: 3unique | 6count | 225sum
34183: 1unique | 1count | 34183sum
34187: 2unique | 2count | 2028sum
34188: 6unique | 7count | 73sum
34189: 2unique | 2count | 370sum
34193: 2unique | 2count | 1134sum
34194: 4unique | 4count | 185sum
34195: 3unique | 3count | 989sum
34199: 3unique | 3count | 3131sum
34200: 4unique | 8count | 41sum
34201: 2unique | 2count | 1510sum
34205: 2unique | 2count | 6846sum
34206: 3unique | 3count | 5706sum
34207: 2unique | 2count | 512sum
34211: 1unique | 1count | 34211sum
34212: 3unique | 4count | 2858sum
34213: 1unique | 1count | 34213sum
34217: 1unique | 1count | 34217sum
34218: 3unique | 4count | 1909sum
34219: 2unique | 2count | 1820sum
34223: 2unique | 2count | 4896sum
34224: 4unique | 7count | 65sum
34225: 2unique | 4count | 84sum
34229: 3unique | 3count | 2659sum
34230: 5unique | 5count | 180sum
34231: 1unique | 1count | 34231sum
34235: 3unique | 3count | 213sum
34236: 3unique | 6count | 330sum
34237: 3unique | 3count | 147sum
34241: 2unique | 2count | 450sum
34242: 5unique | 5count | 470sum
34243: 3unique | 5count | 327sum
34247: 2unique | 2count | 1512sum
34248: 3unique | 5count | 1436sum
34249: 2unique | 2count | 1210sum
34253: 1unique | 1count | 34253sum
34254: 5unique | 6count | 203sum
34255: 5unique | 5count | 79sum
34259: 1unique | 1count | 34259sum
34260: 4unique | 5count | 583sum
34261: 1unique | 1count | 34261sum
34265: 5unique | 5count | 123sum
34266: 3unique | 3count | 5716sum
34267: 1unique | 1count | 34267sum
34271: 2unique | 2count | 840sum
34272: 4unique | 9count | 40sum
34273: 1unique | 1count | 34273sum
34277: 2unique | 2count | 378sum
34278: 4unique | 4count | 231sum
34279: 3unique | 3count | 149sum
34283: 1unique | 1count | 34283sum
34284: 3unique | 4count | 2864sum
34285: 2unique | 2count | 6862sum
34289: 2unique | 2count | 2034sum
34290: 4unique | 6count | 143sum
34291: 2unique | 2count | 700sum
34295: 2unique | 4count | 62sum
34296: 3unique | 5count | 1438sum
34297: 1unique | 1count | 34297sum
34301: 1unique | 1count | 34301sum
34302: 3unique | 3count | 5722sum
34303: 1unique | 1count | 34303sum
34307: 4unique | 6count | 88sum
34308: 3unique | 5count | 963sum
34309: 3unique | 3count | 3141sum
34313: 1unique | 1count | 34313sum
34314: 5unique | 5count | 74sum
34315: 2unique | 2count | 6868sum
34319: 1unique | 1count | 34319sum
34320: 7unique | 10count | 64sum
34321: 2unique | 2count | 4910sum
34325: 2unique | 3count | 1383sum
34326: 3unique | 4count | 1915sum
34327: 1unique | 1count | 34327sum
34331: 3unique | 3count | 3143sum
34332: 3unique | 4count | 2868sum
34333: 4unique | 4count | 184sum
34337: 1unique | 1count | 34337sum
34338: 4unique | 4count | 161sum
34339: 2unique | 2count | 1516sum
34343: 2unique | 2count | 624sum
34344: 3unique | 8count | 71sum
34345: 2unique | 2count | 6874sum
34349: 2unique | 3count | 715sum
34350: 4unique | 5count | 244sum
34351: 1unique | 1count | 34351sum
34355: 2unique | 2count | 6876sum
34356: 4unique | 5count | 423sum
34357: 3unique | 3count | 107sum
34361: 1unique | 1count | 34361sum
34362: 4unique | 5count | 114sum
34363: 2unique | 2count | 4916sum
34367: 1unique | 1count | 34367sum
34368: 3unique | 8count | 194sum
34369: 1unique | 1count | 34369sum
34373: 2unique | 2count | 966sum
